Season,TeamID,OR,DR,Ast,TO,Stl,Blk,PF,Avg_Possessions,OffRtg,DefRtg,FG%,FT%,PPG_Diff%,3P%
2008,1251,9.714285714,22.42857143,17,12.57142857,6,1.714285714,17.28571429,67.54857143,111.974222,112.3924662,0.459511114,0.7375178925,0,0.3533019624
2008,1298,16,23.66666667,14,15.33333333,8.666666667,2.5,20.5,73.28666667,104.2489311,99.38469581,0.3789400465,0.7688418669,3.166666667,0.3238255468
2009,1165,10.125,24.875,17.875,11.875,7.375,3,16.875,65.065,117.0159022,97.60604163,0.5010257683,0.6857423552,12.75,0.470995315
2010,1436,12,24.625,11.75,12.125,5.5,3.75,19,66.575,114.9310481,97.46483546,0.4781407644,0.6548814033,11.375,0.3560096766
2010,1131,11.42857143,25.57142857,11.57142857,10.57142857,7.714285714,3.285714286,20.85714286,67.59428571,112.5337498,89.51773649,0.4342921953,0.7774018501,16.14285714,0.3904575342
2011,1464,11.83333333,24,16.5,10.66666667,6.5,5,20,73.04,103.8673276,113.4105002,0.4279196337,0.6307435255,-7,0.3114761138
2011,1444,12.7,25.9,13.8,13.6,5.5,4.3,19.6,68.124,111.9221965,99.35557205,0.4676710881,0.7277529608,8.4,0.420909197
2012,1362,9.125,22.125,14.125,10.875,8.375,2.5,15.375,67.84,111.7936908,104.4109632,0.4801303146,0.6750441481,5.375,0.3613130574
2012,1266,11.28571429,23.42857143,15,14.28571429,9.142857143,3.285714286,16.85714286,70.35428571,108.5862294,99.79738994,0.4723873635,0.7112179487,5.714285714,0.2871572872
2014,1441,13.33333333,23,11.11111111,10.88888889,5.888888889,5.333333333,23.11111111,67.46666667,112.1663957,109.0185398,0.4385397729,0.7495043854,2,0.3015258924
2015,1314,11.36363636,25.81818182,18.81818182,11.63636364,6.454545455,4,17.81818182,68.09090909,111.4942659,103.7791721,0.489260879,0.7184634232,5.454545455,0.3839072544
2015,1172,9.555555556,24.88888889,16.66666667,8.777777778,6.777777778,3.333333333,16.33333333,65.16444444,116.5211723,103.3599351,0.4644141029,0.6384892885,8.666666667,0.3764362019
2017,1249,10.5,20.8,13.5,14.1,7.4,2.6,23.1,69.508,108.8209208,108.1522447,0.4580549442,0.7234622498,0.9,0.35522888
2017,1166,7.9,26.1,16.5,14,5.4,1.7,19.1,72.556,104.6598445,100.4356742,0.4766551986,0.7012590841,3.5,0.3947897181
2018,1204,9.222222222,24.77777778,11,10.66666667,6.555555556,4.333333333,18.22222222,71.23555556,106.970746,107.8889293,0.4344250177,0.6657544765,-1,0.3655302924
2018,1223,13.85714286,24.42857143,13,13.85714286,5.857142857,2.571428571,19,74.52,102.0234488,115.1250004,0.4260014995,0.6560520087,-9.714285714,0.3196822311
2018,1199,8.857142857,24.42857143,13.28571429,13.14285714,6,6.571428571,19.71428571,71.69142857,106.2840884,112.9658412,0.4755424945,0.651292044,-4.571428571,0.2927195916
2018,1463,8.222222222,25.44444444,15.88888889,11.44444444,7.111111111,3,16.66666667,70.03555556,108.4016419,107.7787985,0.4521804237,0.7967355176,0.4444444444,0.3461300958
2019,1192,8.555555556,23.22222222,13.44444444,13,6.777777778,4.222222222,14.33333333,64.56444444,117.8542378,103.3932408,0.512259496,0.7810800179,9.222222222,0.4544737776
2020,1332,10.57142857,22.42857143,14.57142857,10.57142857,7.285714286,4.142857143,15.85714286,63.96571429,119.7125177,99.8547061,0.4847756795,0.7381847476,12,0.4552356412
2020,1294,6.5,25.375,14.375,9.375,4,2,15.75,63.65,119.4161817,98.1847195,0.5339076056,0.6078926282,13.625,0.4439984879
2020,1140,7.833333333,25.5,15.5,10,7.5,2.5,14,68.7,110.0250193,94.83238789,0.4623372814,0.6659391534,10.5,0.3920109212
2021,1173,6.5,27.5,13.5,14.33333333,5,1.833333333,18.16666667,72.72,104.978823,100.00027,0.473846025,0.7006661476,3,0.3937164285
2022,1314,9.333333333,26.88888889,15.55555556,11.22222222,6.444444444,4.111111111,13,69.75555556,108.3525858,98.38026955,0.4520512839,0.8099784006,7.222222222,0.3067826526
2023,1334,4.625,21.25,14,10.375,4.5,2.25,19.25,69.61,108.7792704,117.1689288,0.467412211,0.7238504392,-5.5,0.3951530258
2023,1469,7,23.25,13.25,14,5.375,2.5,20.125,69.99,108.8146028,104.769396,0.4760184095,0.7594266382,2.625,0.361790846
2024,1253,11,24.09090909,15.45454545,10.63636364,6.909090909,4.636363636,17,71.96,105.7416891,104.278242,0.4322246223,0.751175459,1.090909091,0.282254904
2024,1280,11.1,21,12.1,12.1,7.6,2.4,17.3,68.072,111.3933092,107.4580316,0.4723336268,0.6662555356,2.9,0.3465179992
2024,1184,11.16666667,24.33333333,10.83333333,9.5,4.333333333,6.666666667,14.33333333,69.46,109.2178029,108.0616743,0.4481904512,0.6678573286,1,0.3424197723
2004,1416,11.66666667,24.77777778,18.77777778,16.33333333,8.888888889,5.666666667,17.44444444,66.84,113.2528778,93.34903691,0.4924551322,0.7712659173,13.88888889,0.4243800206
2024,1160,7.5,26.5,15.5,10.7,4.6,1.6,13.7,67.224,112.8737491,101.4108356,0.4941411439,0.6959269272,7.6,0.4081349419
2011,1211,10.77777778,27.11111111,14.22222222,11.66666667,8.222222222,4.888888889,16.88888889,66.55555556,113.9837281,87.55858136,0.4698794486,0.8008624558,17.66666667,0.3087110618
2009,1257,10.63636364,24.09090909,17.72727273,13,10.09090909,4.727272727,16.09090909,67.6,112.1327359,96.02343784,0.4868609395,0.5703595211,11.18181818,0.4161720558
2011,1270,10.27272727,26.18181818,11.81818182,11.18181818,5.727272727,3.727272727,18.54545455,67.08363636,113.1214663,101.2522019,0.4639793474,0.7652387908,8,0.3886402442
2015,1175,12.09090909,25.54545455,12,12.09090909,3.727272727,3.272727273,17.09090909,68.26545455,110.9625906,109.444631,0.4462159915,0.679015834,0.8181818182,0.3896963946
2007,1348,11.9,23.7,14.8,14.7,4.9,3.7,17,68.576,110.4840305,110.8502245,0.4743798723,0.7065501563,0.1,0.3494091071
2016,1103,9.6,25.4,13.5,10.1,5.9,3.4,16.6,68.648,110.4027701,101.3524114,0.4356648378,0.7221941217,6.4,0.3761346994
2009,1404,13.55555556,22.22222222,14.66666667,11.33333333,6.666666667,4.111111111,17.77777778,65.32,116.1937369,103.840873,0.4575863023,0.7595497458,8.444444444,0.3387536832
2010,1142,13.44444444,24.22222222,13,11.11111111,5.555555556,2.444444444,21.88888889,69.39111111,109.3830034,110.2431907,0.4068630843,0.7862082787,-0.7777777778,0.3299582871
2010,1340,10.66666667,21.88888889,12.77777778,12,8.444444444,4.666666667,20,68.95111111,110.2492153,109.5757579,0.4667236363,0.6504174771,0.4444444444,0.3501186541
2016,1199,11.55555556,22.66666667,13.33333333,11.77777778,6.666666667,3.777777778,20.66666667,68.19555556,111.3458544,112.7478391,0.4709593505,0.6240927796,-1,0.3683597075
2017,1430,8.888888889,32.33333333,15.55555556,18.77777778,7.333333333,3.111111111,19,75.44,101.3324023,92.0291118,0.4550141555,0.7267565836,6.666666667,0.3504841804
2021,1181,8.555555556,21.77777778,17.33333333,10.88888889,8,4.888888889,16.33333333,68.45333333,111.829453,97.97902718,0.4845323651,0.6387437497,8.333333333,0.365913595
2003,1203,12.375,23.375,15,15.5,6.375,2.125,19.125,69.485,109.3614579,102.6032932,0.4776118655,0.655689729,4.25,0.4143488456
2010,1272,7.25,23,13.75,10.25,6.125,4.375,18.375,65.175,117.3982188,106.6543789,0.4861470394,0.7426746958,6.125,0.3963777816
2016,1434,14.375,26.375,15,14,5.875,5.5,21,69.385,108.9296007,99.36444099,0.4303074152,0.706339873,6.25,0.378981131
2017,1322,9,23.75,14.625,13.5,5.875,2.75,18.5,71.115,106.5548914,111.2660993,0.4558637722,0.7438333336,-3.25,0.3980801521
2024,1136,8,27.625,13.875,12.5,6.375,6.625,15.375,73.995,102.4997704,102.4044326,0.460619446,0.727336518,-0.125,0.3301168858
2008,1172,11.125,25.375,16.375,10.375,8,2.75,15.875,64.62,117.252137,84.67988931,0.480376722,0.7950070763,21.125,0.3915719776
2003,1389,14.14285714,22.57142857,13.85714286,14.85714286,8.428571429,2.714285714,25,74.30285714,102.207372,107.8453572,0.4220972518,0.6826530612,-4.571428571,0.3528750839
2004,1331,10.57142857,22.28571429,14.28571429,14.57142857,6.571428571,1.857142857,19,68.08,111.6544604,108.1479901,0.453413684,0.8125794156,2.142857143,0.4084829584
2014,1205,13.71428571,23.42857143,14.57142857,11.42857143,6.571428571,3.714285714,17.28571429,70.04,108.669593,109.5365934,0.440049715,0.6949088235,-1,0.358416187
2016,1222,9.857142857,26.57142857,12.57142857,8.285714286,5,3.571428571,17,64.90285714,116.9665031,99.69604032,0.4799419709,0.7437738732,11.14285714,0.3485303096
2017,1369,10,23.28571429,15.28571429,11.85714286,7.714285714,1.428571429,18.42857143,71.42857143,106.5401003,104.4154533,0.4242932569,0.801161313,1.571428571,0.3569919377
2021,1295,9.142857143,23.42857143,12.42857143,11,5,2,17.28571429,68.65714286,110.7853886,108.6425811,0.4608090933,0.727110637,1.285714286,0.3816733215
2023,1475,10.14285714,23.71428571,12,10.71428571,6,2.285714286,19,70.73142857,107.2947856,109.9596606,0.4313605336,0.6763299079,-2,0.3336260454
2018,1234,11.42857143,26,16.71428571,14,4.142857143,2.857142857,18,68.65714286,110.7035397,116.7610553,0.4785550721,0.7278257413,-4.142857143,0.3467075986
2008,1148,13.16666667,24.5,16.83333333,13.83333333,5,3.333333333,13.66666667,69.46,109.0732685,111.5071872,0.4634229511,0.7494824017,-1.666666667,0.340631699
2008,1310,15,23,11.66666667,13,7.166666667,2.833333333,16.66666667,71.38666667,106.4074409,102.8361138,0.4237033796,0.6870974235,2.166666667,0.3004453879
2016,1159,8.5,21.33333333,13,9.5,6.166666667,1,18.83333333,67.79333333,112.0302304,115.9645309,0.4668860551,0.6493107769,-2.666666667,0.406405932
2018,1391,9,24.33333333,14.5,11.66666667,6.5,3,18.16666667,71.58,106.44703,114.513123,0.4669664123,0.6911403956,-6.166666667,0.3426388616
2020,1368,11.33333333,19.16666667,12.83333333,16.66666667,7.666666667,2.333333333,20.83333333,75.19333333,100.5542201,109.6186842,0.4368292203,0.7465854451,-6.833333333,0.3017502089
2004,1424,9.6,23.2,16,14,5.8,2.9,18.5,68.12,110.8563865,110.4895158,0.4903948547,0.7156351197,0.5,0.4691626984
2005,1331,11.9,25.6,17.1,14.2,7.8,3.3,18.3,68.308,110.9258063,94.3611882,0.477587399,0.7253281865,11.4,0.4113624606
2008,1396,8.1,24.4,16.2,12.5,6,4.5,17.6,66.164,114.0501659,103.9072793,0.4923428142,0.7691884255,6.9,0.390743393
2009,1182,9.4,21.9,16.8,11.4,7.1,3.1,15.1,67.508,112.3037574,108.3506115,0.4821312171,0.6775004011,3,0.3518223443
2017,1426,12.4,26.7,16.2,13.2,7,2.1,17.1,69.4,109.7545792,99.37351838,0.4432082427,0.6979496695,7.4,0.359004816
2018,1335,6.5,27.4,15.5,10.7,5.7,2.9,16.7,67.948,111.4328524,100.5856982,0.48753856,0.7153582002,7.6,0.3801841328
2024,1307,11.9,25.5,13.2,9.1,7.2,5.4,15.9,70.98,107.1024411,99.06048126,0.4271530273,0.7631642268,5.5,0.2939650124
2003,1272,13.2,27.5,16.4,12.6,6.6,4.8,21,68.992,109.5655451,93.80965194,0.439363584,0.6554738502,11.1,0.3640836671
2006,1116,12.77777778,23,15.22222222,11.66666667,7.555555556,4.888888889,17.22222222,68.06666667,111.8656126,101.5297333,0.4539761464,0.7216598595,7.111111111,0.3172774665
2011,1281,11.44444444,19.77777778,14.88888889,12.55555556,9.777777778,3.888888889,20.11111111,70.09777778,108.1331102,105.0135815,0.4373501799,0.7433854662,2.111111111,0.3433671268
2014,1291,9.333333333,24.22222222,10.77777778,11.77777778,7.222222222,3.777777778,18.11111111,67.71555556,112.1098213,103.405713,0.4565689464,0.788399935,5.777777778,0.3467791498
2019,1305,9.444444444,27.11111111,13,11.22222222,5.888888889,3.666666667,17.88888889,68.62666667,110.8056433,97.71184387,0.4592031839,0.6350733695,8.888888889,0.373658973
2003,1224,12.44444444,20.11111111,13.22222222,12.88888889,6.555555556,3.333333333,17.88888889,69.09777778,109.0773572,103.9373659,0.4550495591,0.670735599,4,0.3174083119
2009,1111,11.44444444,27.33333333,13.66666667,18.22222222,6,4.222222222,20.55555556,72.36888889,104.5856312,108.119379,0.4601481958,0.7250855898,-2.555555556,0.4235151676
2012,1269,12.66666667,24.66666667,15.66666667,12.88888889,7.777777778,3.666666667,19.22222222,73.44,102.8693657,107.1558896,0.4128118654,0.6776705354,-2.555555556,0.3830887615
2015,1150,12.88888889,25.22222222,13.33333333,14.55555556,6.222222222,2.777777778,17.44444444,69.87111111,108.5650226,105.2348983,0.466923311,0.7472301627,2.333333333,0.391980242
2016,1345,9.333333333,26.77777778,16.88888889,10.22222222,2.777777778,3.111111111,15.77777778,63.65333333,118.9149007,105.2629524,0.5070963486,0.7127594809,8.777777778,0.4112153883
2017,1185,12.11111111,23,12,9.888888889,7.555555556,3.222222222,21.77777778,68.30222222,110.8106736,112.7292896,0.4441500412,0.6710474418,-0.8888888889,0.3551270991
2021,1422,11.33333333,25.22222222,12.33333333,8,7.444444444,3.555555556,16.11111111,69.78666667,108.6627356,99.35023223,0.4331293188,0.6778112955,6.222222222,0.328381679
2021,1322,8.555555556,23,12.88888889,13.55555556,8.444444444,2.888888889,16.44444444,73.50222222,103.3886173,106.5355576,0.4488353277,0.6545450462,-2.666666667,0.4188561439
2023,1192,10.55555556,22.55555556,14.88888889,10.77777778,6.888888889,2.333333333,19.66666667,69.10666667,110.0636608,102.6403911,0.4634184094,0.721101774,4.555555556,0.3458414555
2004,1319,9.25,24.875,14.125,16.5,5.25,5.125,19.75,71.855,105.1388411,106.34627,0.4655327225,0.7751528172,-0.375,0.4147542058
2004,1287,9.625,24.375,14.5,13.25,7.125,1.125,13.875,67.325,112.8891174,111.4484,0.4750877524,0.7805362953,0.75,0.3508080767
2006,1240,10.25,24.5,13.5,13.625,7.75,3.375,15.25,67.225,113.0439711,101.43392,0.4931569385,0.6535651848,7.625,0.4083948033
2007,1401,10.875,25.375,14.625,11.125,5.375,3.875,19.125,64.77,116.2087094,104.0414129,0.4915716906,0.6729674462,7.375,0.4203075397
2008,1169,10.125,24.375,13,14.875,7.25,2.5,23,72.11,105.1371918,103.4645924,0.4671523355,0.668159263,1.375,0.3450822469
2008,1163,13.125,25.5,13.5,13.25,4.25,9.375,15.25,65.585,116.0226595,104.0885167,0.4671382101,0.7582535365,7.5,0.4386155351
2011,1237,11.625,19,11.5,10.875,5.625,3.375,16.625,63.695,118.9143182,115.7823213,0.4842659845,0.8367036954,2.125,0.4011567539
2016,1162,9.375,22.875,13.25,8.125,6.5,3.125,18,64.78,117.3875148,107.8066988,0.4813567973,0.6786633147,6,0.3728559485
2018,1225,11.75,23.875,13.625,11.375,3.625,2.25,17.625,66.165,114.3245109,110.6449498,0.4598800408,0.711681778,2.375,0.3944659732
2019,1319,10,24.75,12.875,13,6.5,1.5,17.375,70.485,107.4930246,107.2800312,0.443213377,0.7698215184,-0.375,0.362482413
2022,1304,6.25,23.375,12.75,11.125,6.25,2.125,17.125,68.985,110.3372914,115.2737959,0.476033872,0.8238440804,-3.875,0.3536638605
2024,1429,7.125,24.75,14.5,10.25,6,3.375,16.125,68.625,110.4929181,106.8908404,0.4792196,0.6685508176,2.375,0.327715849
2024,1284,12,22.75,15,7.625,7.25,2.75,16.875,68.2,110.8119897,106.5940389,0.4310169829,0.7596230159,3.375,0.3127584656
2003,1201,13.28571429,24.57142857,15,14.71428571,4.428571429,4.285714286,20,69.88571429,107.7299545,107.2197014,0.4451631987,0.7592754805,0.5714285714,0.3586337739
2008,1324,16.14285714,22.71428571,10.85714286,12.42857143,5.142857143,3.571428571,18.71428571,64.06285714,117.896203,114.269107,0.4283384993,0.7225457255,2.714285714,0.3867691791
2019,1136,10.14285714,24.28571429,11.28571429,13.71428571,5.142857143,2.714285714,16.42857143,68.31428571,110.8552301,114.0706488,0.4800346087,0.7119483554,-2.428571429,0.3958303321
2020,1429,10.28571429,32.42857143,16.57142857,14.14285714,5.857142857,3.142857143,13.71428571,68.07428571,110.736761,94.40538322,0.4864887361,0.7419079753,11.85714286,0.3743023685
2024,1144,6.142857143,24.28571429,13.57142857,11,5.571428571,2.142857143,14.57142857,71.6,105.061983,117.4012019,0.4488445417,0.7521447067,-8.428571429,0.3849839936
2024,1131,7.857142857,25.14285714,13.85714286,10.57142857,5.285714286,5,18.85714286,67.49714286,112.7855763,102.7327115,0.4523961796,0.8203455275,6.142857143,0.3828640637
2017,1220,9.714285714,23.14285714,12.42857143,9.285714286,3.428571429,1.857142857,17.14285714,66.84571429,113.0716932,111.6712783,0.4329610212,0.6650964593,1.285714286,0.3808170346
2019,1166,7,25.14285714,15.14285714,12.42857143,8.714285714,2.142857143,16.28571429,70.15428571,107.8196414,99.39007379,0.4668556083,0.6764521193,6,0.363605264
2019,1362,10.57142857,23.42857143,15.85714286,10.57142857,5.714285714,3.428571429,20,67.52571429,112.0943988,112.6183872,0.4572283447,0.6359771181,-0.4285714286,0.3870866987
2020,1413,6.285714286,23.85714286,12.57142857,12.14285714,4.714285714,1.571428571,18.28571429,66.68,112.7750912,109.743517,0.4862402935,0.8494374673,2.285714286,0.4523234415
2022,1266,5.285714286,24,13.14285714,12.14285714,7,4.857142857,17,74.01714286,102.2777333,102.418854,0.4592426376,0.7864564007,-0.2857142857,0.3258238067
2022,1392,9.571428571,27.85714286,11.57142857,11.14285714,4.142857143,2.428571429,13.85714286,69.85142857,108.7428,104.5200808,0.4521901518,0.7569555807,2.857142857,0.3605350998
2024,1375,4.714285714,23.71428571,10.14285714,10.57142857,6,2.571428571,16.71428571,70,108.9583802,103.2605499,0.4857033893,0.7515456744,3.571428571,0.4216886288
2013,1314,10.6,22.1,16.7,9.2,8.4,2.7,13.9,66.456,113.8844719,103.0778189,0.4519885659,0.7456658782,7.4,0.3880743395
2016,1172,9.2,25.4,13,9.7,4.2,4,16.1,67.38,111.6269411,111.2147311,0.4516691078,0.7814962406,0.5,0.3414491124
2017,1297,8.9,25.6,13.7,11.1,5.6,2.1,14.9,67.276,112.4182577,105.4577334,0.4733411329,0.6933805326,4.6,0.3597684615
2018,1172,5.4,26.8,15.3,9.2,4,1.8,14.5,64.188,118.2701828,106.5933371,0.4995963369,0.8087626956,6.7,0.389989451
2012,1441,13.7,22.9,11.2,10.7,7.9,2.1,19.1,67.4,112.816634,105.1401172,0.4399145576,0.6796576083,4.9,0.3894699745
2018,1318,7.777777778,24.88888889,15.88888889,13.22222222,6.666666667,2.666666667,16.66666667,66.67111111,113.509106,97.31376868,0.4994320138,0.7427808303,10.77777778,0.3979292294
2023,1429,7,26.77777778,15.88888889,11.88888889,5.444444444,2.666666667,18.22222222,69.36,108.8300214,95.25730981,0.4710219431,0.7900652452,9.666666667,0.3394317191
2003,1354,14.44444444,26.55555556,11.22222222,19.11111111,6.333333333,2.555555556,20.22222222,72.45333333,104.7588597,98.18259517,0.4555741252,0.7192342008,4.777777778,0.2832047582
2003,1418,10.66666667,25.16666667,13.16666667,16.33333333,6.5,4,20.66666667,71.42666667,105.7550163,99.42051942,0.4756964738,0.6922826087,5,0.3383458169
2004,1242,13.33333333,26.11111111,16.11111111,13.55555556,5.444444444,4.444444444,19.55555556,68.46666667,110.4288277,103.9800752,0.4736990782,0.6864746782,4.666666667,0.3700193325
2015,1324,10.5,24.66666667,13.16666667,10.83333333,4.833333333,2.166666667,17.83333333,67.52666667,112.4093411,105.2029615,0.4701221921,0.6294584515,4.5,0.3619569758
2017,1464,11.22222222,25.88888889,15.11111111,10.77777778,5.333333333,3.111111111,17,72.57333333,104.4157011,111.6310326,0.4429548037,0.6567218762,-5.444444444,0.3417644933
2018,1141,10.66666667,23.11111111,12.44444444,10.22222222,6,3.222222222,16.44444444,68.06222222,111.3930409,109.492253,0.4252081798,0.7983211663,0.8888888889,0.3205870619
2020,1359,11.5,26.16666667,13.5,12.83333333,7.666666667,4.166666667,13.83333333,75.20666667,100.9075132,117.6126145,0.4007994508,0.7887519556,-12.83333333,0.3256006006
2020,1220,10.55555556,23.33333333,12.66666667,10.44444444,6.555555556,2.666666667,11.77777778,63.56888889,118.8743745,102.2565102,0.4569333897,0.8011860789,10.66666667,0.4133590758
2021,1234,7.666666667,29.44444444,17.88888889,9,5,4.777777778,14,69.51111111,108.7716128,96.20920144,0.4565740042,0.6770071222,9,0.3770899189
2024,1357,7.5,24.66666667,15.5,10.16666667,8.5,5.833333333,16.33333333,67.68666667,111.2196128,99.51005906,0.4918818546,0.6760218185,7.666666667,0.398039923
2005,1433,9.666666667,24.88888889,15.77777778,10.88888889,5.222222222,3.777777778,20.22222222,68.14666667,110.9146986,104.0709074,0.4724214229,0.6739400128,4.444444444,0.3969703023
2009,1403,9,22.44444444,13,12,4.555555556,1,24.88888889,71.63555556,105.5941812,114.6587927,0.4296761531,0.7953946822,-6.333333333,0.3475546059
2015,1225,10.88888889,25.11111111,13.22222222,11.33333333,4.888888889,1.555555556,19.88888889,67.71555556,111.7798203,110.9709139,0.4583437019,0.7396493932,0.4444444444,0.3879221866
2022,1242,9.181818182,25.81818182,14.09090909,10.63636364,6,4,16.45454545,69.53090909,108.5638182,98.09232086,0.4509327737,0.7440754274,7.727272727,0.3463655797
2005,1145,10.25,26,12.75,10.25,7,4.875,19.125,72.195,104.4278602,113.1619541,0.4341791379,0.7159888357,-6.25,0.3219114915
2008,1291,9.25,26.125,13.75,14.375,6.75,4.125,19.5,67.75,111.9964682,95.89689553,0.4959540249,0.6916160594,10.875,0.4186688312
2010,1120,10,23.25,13,11.875,5.75,3.125,19.25,69.92,108.6268532,110.9239536,0.4505374169,0.6851952783,-2,0.3611257916
2017,1140,11.625,26.375,13.125,13.5,6.625,4,19.5,70.035,107.1840072,107.7033579,0.4436527361,0.719852882,0.375,0.3448047969
2017,1385,9.375,21.875,11.25,11.125,8,5.375,22.625,74.165,102.1533416,118.6795387,0.4189491199,0.6952381768,-12.125,0.3133650046
2023,1203,7.625,26.125,12.25,11.25,5.75,4.125,17.125,71.605,105.5164921,109.1657398,0.469632511,0.7419013278,-2.375,0.2834414002
2024,1400,8.625,21.375,14.25,9.5,8,3.25,20.125,68.51,110.7192182,110.9474976,0.457575858,0.7691435904,-0.5,0.3221035696
2021,1315,8.8,26,13.2,10,4.6,1.6,14.4,69.488,109.3711188,107.7392526,0.4434991695,0.6960877743,0.8,0.3982602945
2003,1448,11.8,25.9,14.5,14.5,5.9,4.4,18.3,68.788,110.1542383,103.8889767,0.4572564757,0.7423584587,4.4,0.3588941664
2015,1341,10.4,24.5,11,12.9,9.3,4.7,21.3,71.224,106.2589022,95.03178134,0.4671809195,0.687257672,8.5,0.3536387443
2023,1462,9.3,25.2,15.1,12.1,5.3,1.9,15.2,69.436,108.7294988,100.0026326,0.47806193,0.6908886484,6.2,0.3749461121
2003,1246,12.4,26.8,13.8,14.1,8,4.9,16.8,67.968,110.7784364,87.72844107,0.4792590716,0.6801524029,16.4,0.3467218403
2017,1246,10.8,29.1,12.1,12.1,5.2,4.2,19.2,69.576,108.7408542,93.56389544,0.4505095211,0.7151302771,10.6,0.341665733
2017,1407,9.333333333,24.83333333,11.33333333,10.16666667,6.583333333,2.75,14.58333333,66.92,112.9024203,102.7008664,0.4544214533,0.7415268927,6.833333333,0.3363152673
2004,1398,11.42857143,21.28571429,14.14285714,10.42857143,4.571428571,1.285714286,20.57142857,66.66857143,114.6483829,120.6114803,0.4745130603,0.7063967611,-4.571428571,0.4011541814
2005,1273,11.14285714,24,15.57142857,13.42857143,7.142857143,3.285714286,20.42857143,70.44,106.6498584,105.0615242,0.4545644543,0.6666605104,1.857142857,0.3997773468
2007,1220,10.28571429,21.85714286,11.42857143,9.428571429,4.714285714,1.857142857,20.57142857,65.41714286,115.4496636,113.4610301,0.4691232455,0.6155467721,1,0.463053467
2008,1283,11.85714286,25.28571429,17,14.85714286,6.857142857,4.714285714,15.57142857,67.01714286,112.6253162,98.67162086,0.4940155868,0.7595326926,8.857142857,0.459420279
2009,1402,10.28571429,25.71428571,15.57142857,16.42857143,7.571428571,2.428571429,23.14285714,73.26285714,102.6000757,98.88089059,0.4550073591,0.6802607475,3.571428571,0.3615978466
2017,1169,8.714285714,21.85714286,11.14285714,10.85714286,7.428571429,1.571428571,20.57142857,71.20571429,106.506764,112.2732578,0.45065647,0.7999454249,-4.714285714,0.3060025292
2017,1408,10.85714286,24.42857143,13.85714286,13.28571429,6.428571429,4.142857143,20.14285714,71.50857143,106.1357738,107.9057396,0.4389288891,0.7501984127,-1.571428571,0.3594781972
2018,1212,13.14285714,30.14285714,9,15.42857143,7.571428571,4.857142857,18,74.58285714,101.6147342,94.87785413,0.4254917265,0.7160972729,4.714285714,0.3425708745
2023,1459,9.142857143,20.57142857,11.57142857,10.14285714,5.571428571,2.428571429,16.14285714,67.09714286,112.7091099,113.0327235,0.479984319,0.7384534209,-0.5714285714,0.3201032119
2021,1163,11.22222222,25.33333333,13.88888889,10.44444444,5,5.222222222,18.66666667,68.87555556,109.1583706,93.40679427,0.450307184,0.7662754565,11.22222222,0.3142711198
2010,1211,9.777777778,26.22222222,12.55555556,12,6,6,17.55555556,66.86666667,112.9566264,95.94308291,0.504329286,0.6717709678,11.55555556,0.3717468004
2016,1349,7.777777778,25.22222222,13.22222222,13.11111111,5.888888889,2.333333333,14.77777778,69.06666667,110.0059755,116.6153047,0.4892057409,0.6922926358,-5.111111111,0.3507226151
2017,1231,11.55555556,25.77777778,13.11111111,15.11111111,5.333333333,4.111111111,21.88888889,70.77777778,106.144251,109.6866654,0.4596009224,0.7208378256,-2,0.3750829146
2017,1325,9.555555556,27.88888889,11.33333333,13.33333333,6.555555556,3,17.22222222,70.96444444,106.4736425,98.12916493,0.4605216994,0.7186333928,5.888888889,0.3536514059
2017,1394,9.555555556,23.77777778,13.55555556,11.66666667,8.111111111,3.888888889,19.44444444,68.33777778,110.4209045,100.0692782,0.4705274013,0.7376093999,6.777777778,0.3758706233
2018,1430,8.555555556,26.66666667,14.66666667,14.55555556,6.666666667,3.777777778,17.22222222,68.24,110.6123684,95.37772529,0.4951806189,0.7291912789,10.22222222,0.3934217944
2020,1214,9.555555556,26.55555556,13.88888889,9.111111111,4,2.111111111,17.55555556,67.22222222,112.3055276,113.6352127,0.4472285492,0.7260327363,-0.7777777778,0.3543559123
2017,1444,10,29,12.44444444,11.55555556,5.111111111,3.777777778,18.11111111,68.99111111,109.4728683,96.38209585,0.4554539046,0.7142532802,8.888888889,0.3855769231
2003,1417,10.8,24.3,13.7,16.8,5.1,3.1,15.2,73.284,102.9798925,110.5209455,0.4736229442,0.691280076,-5.6,0.4153259241
2004,1240,10.33333333,24.33333333,15.5,10.83333333,6.833333333,2.166666667,22.33333333,67.03333333,114.0601444,105.5052779,0.4638383534,0.697941227,4.666666667,0.4360153257
2005,1444,14.75,24,12.625,11.125,6.5,1.25,17.75,66.955,112.8126748,108.1052824,0.4232110982,0.7015325256,3.25,0.3846524455
2007,1346,11.25,22.125,15.25,15.125,9.125,3.25,22.75,70.715,107.0716118,112.1744218,0.4765587275,0.7071121659,-3.5,0.3591741721
2007,1210,12.875,21.125,14.625,15.125,8.625,3,23.875,68.58,109.6928901,102.2652344,0.4796613375,0.75897088,4.625,0.4051757066
2010,1434,10,21,15.16666667,11.83333333,7.5,1.666666667,21.33333333,70.3,107.4439208,113.2494928,0.4525553066,0.7243178901,-4.166666667,0.3380092593
2013,1136,10.75,25.375,14.5,12.75,4,1.25,15.75,64.76,117.194528,113.7925656,0.5210333348,0.7131393507,1.875,0.3533902692
